,Data,hora,Modalidade,Nipe,Categoria,Time da Casa,Estado de Origem: Time da Casa,resultado final time da casa,X,resultado final visitante,Visitante,Estado de Origem: Time Visitante,Local,Campeonato,Cidade,Estado,total de pontos;
3174,09/20/1981,,XV,Masculino,Adulto,Pasteur,SP,26,X,13,FEI,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3175,09/20/1981,,XV,Masculino,Adulto,Rio Rugby,RJ,13,X,13,Guanabara B,RJ,,Campeonato Fluminense - Série A,,RJ,;
3188,09/27/1981,,XV,Masculino,Adulto,Mauá,SP,25,X,26,Federal,,,Campeonato Brasileiro - Série B,,,;
3189,09/27/1981,,XV,Masculino,Adulto,Alphaville,,6,X,25,Medicina,,,Campeonato Brasileiro - Série A,,,;
3190,09/27/1981,,XV,Masculino,Adulto,Niterói,RJ,49,X,6,FEI,,,Campeonato Brasileiro - Série A,,,;
3203,10/04/1981,,XV,Masculino,Adulto,SPAC,SP,4,X,22,Pasteur,SP,,Campeonato Paulista - Série A,,,;
3204,10/04/1981,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,26,X,10,Guanabara B,,,Campeonato Brasileiro - Série B,,,;
3205,10/04/1981,,XV,Masculino,Adulto,Medicina,SP,6,X,15,Niterói,,,Campeonato Brasileiro - Série A,,,;
3206,10/04/1981,,XV,Masculino,Adulto,FEI,,30,X,4,Guanabara,,,Campeonato Brasileiro - Série A,,,;
3227,10/11/1981,,XV,Masculino,Adulto,Federal,,12,X,24,Engenharia Mackenzie,,,Campeonato Brasileiro - Série B,,,;
3228,10/11/1981,,XV,Masculino,Adulto,Guanabara B,RJ,40,X,10,Mauá,,,Campeonato Brasileiro - Série B,,,;
3229,10/11/1981,,XV,Masculino,Adulto,Medicina,SP,45,X,0,FEI,,,Campeonato Brasileiro - Série A,,,;
3230,10/11/1981,,XV,Masculino,Adulto,Guanabara,,0,X,108,Alphaville,,,Campeonato Brasileiro - Série A,,,;
3233,10/17/1981,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,4,X,31,Medicina B,SP,,Campeonato Paulista - Série A,,,;
3238,10/18/1981,,XV,Masculino,Adulto,FEI,,13,X,20,Alphaville,,,Campeonato Brasileiro - Série A,,,;
3239,10/18/1981,,XV,Masculino,Adulto,Niterói,RJ,14,X,0,Guanabara,,,Campeonato Brasileiro - Série A,,,;
3249,10/25/1981,,XV,Masculino,Adulto,Mauá,SP,18,X,60,Engenharia Mackenzie,,,Campeonato Brasileiro - Série B,,,;
3250,10/25/1981,,XV,Masculino,Adulto,Guanabara B,RJ,0,X,12,Federal,,,Campeonato Brasileiro - Série B,,,;
3251,10/25/1981,,XV,Masculino,Adulto,Alphaville,,12,X,13,Niterói,,,Campeonato Brasileiro - Série A,,,;
3252,10/25/1981,,XV,Masculino,Adulto,Guanabara,,0,X,12,Medicina,,,Campeonato Brasileiro - Série A,,,;
3280,11/07/1981,,XV,Masculino,Adulto,FEI,SP,23,X,18,SPAC,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3294,11/22/1981,,XV,Masculino,Adulto,Medicina,SP,43,X,25,Niterói,,,Campeonato Brasileiro - Série A,,,;
3309,04/03/1982,,XV,Masculino,Adulto,FAAP,SP,0,X,66,Mauá,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3310,04/03/1982,,XV,Masculino,Adulto,SPAC,SP,0,X,45,Engenharia Mackenzie,SP,,Campeonato Paulista - Série B,,,;
3311,04/03/1982,,XV,Masculino,Adulto,Palmeiras,SP,0,X,20,Medicina,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3318,04/04/1982,,XV,Masculino,Adulto,Federal,SP,15,X,18,Bruder,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3319,04/04/1982,,XV,Masculino,Adulto,Poli,SP,3,X,15,Alphaville,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3320,04/04/1982,,XV,Masculino,Adulto,Pasteur,SP,16,X,6,FEI,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3321,04/04/1982,,XV,Masculino,Adulto,Guanabara,RJ,36,X,7,Guanabara B,RJ,,Campeonato Fluminense - Série A,,RJ,;
3326,04/17/1982,,XV,Masculino,Adulto,FAAP,SP,0,X,70,SPAC,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3327,04/17/1982,,XV,Masculino,Adulto,FEI,SP,17,X,3,Palmeiras,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3333,04/18/1982,,XV,Masculino,Adulto,Federal,SP,20,X,10,Nippon,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3334,04/18/1982,,XV,Masculino,Adulto,Bruder,SP,6,X,22,Engenharia Mackenzie,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3335,04/18/1982,,XV,Masculino,Adulto,Medicina,SP,19,X,6,Poli,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3336,04/18/1982,,XV,Masculino,Adulto,Alphaville,SP,26,X,22,Pasteur,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3337,04/18/1982,,XV,Masculino,Adulto,Rio Rugby,RJ,25,X,15,Niterói,RJ,,Campeonato Fluminense - Série A,,RJ,;
3340,04/24/1982,,XV,Masculino,Adulto,Mauá,SP,12,X,38,SPAC,SP,,Campeonato Paulista - Série B,,,;
3345,04/25/1982,,XV,Masculino,Adulto,Nippon,SP,10,X,16,Bruder,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3346,04/25/1982,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,33,X,6,Federal,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3347,04/25/1982,,XV,Masculino,Adulto,Palmeiras,SP,6,X,6,Poli,SP,,Campeonato Paulista - Série A,,,;
3348,04/25/1982,,XV,Masculino,Adulto,Pasteur,SP,15,X,21,Medicina,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3349,04/25/1982,,XV,Masculino,Adulto,FEI,SP,13,X,22,Alphaville,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3350,04/25/1982,,XV,Masculino,Adulto,Niterói,RJ,42,X,0,Guanabara B,RJ,,Campeonato Fluminense - Série A,,RJ,;
3358,05/01/1982,,XV,Masculino,Adulto,Federal,SP,11,X,25,SPAC,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3366,05/02/1982,,XV,Masculino,Adulto,Mauá,SP,12,X,32,Nippon,SP,,Campeonato Paulista - Série B,,,;
3367,05/02/1982,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,62,X,6,FAAP,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3368,05/02/1982,,XV,Masculino,Adulto,Rio Rugby,RJ,35,X,15,Guanabara,RJ,,Campeonato Fluminense - Série A,,RJ,;
3371,05/08/1982,,XV,Masculino,Adulto,Palmeiras,SP,3,X,30,Alphaville,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3374,05/09/1982,,XV,Masculino,Adulto,Nippon,SP,68,X,0,FAAP,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3375,05/09/1982,,XV,Masculino,Adulto,Bruder,SP,7,X,12,SPAC,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3376,05/09/1982,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,35,X,9,Mauá,SP,,Campeonato Paulista - Série B,,,;
3377,05/09/1982,,XV,Masculino,Adulto,Poli,SP,6,X,21,Pasteur,SP,,Campeonato Paulista - Série A,,,;
3378,05/09/1982,,XV,Masculino,Adulto,Medicina,SP,12,X,19,FEI,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3379,05/09/1982,,XV,Masculino,Adulto,Guanabara,RJ,9,X,30,Niterói,RJ,,Campeonato Fluminense - Série A,,RJ,;
3384,05/15/1982,,XV,Masculino,Adulto,Mauá,SP,4,X,30,Federal,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3385,05/15/1982,,XV,Masculino,Adulto,SPAC,SP,13,X,6,Nippon,SP,,Campeonato Paulista - Série B,,,;
3386,05/15/1982,,XV,Masculino,Adulto,Pasteur,SP,16,X,15,Palmeiras,SP,,Campeonato Paulista - Série A,,,;
3398,05/16/1982,,XV,Masculino,Adulto,Bruder,SP,52,X,0,FAAP,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3399,05/16/1982,,XV,Masculino,Adulto,FEI,SP,13,X,11,Poli,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3400,05/16/1982,,XV,Masculino,Adulto,Alphaville,SP,27,X,13,Medicina,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3401,05/16/1982,,XV,Masculino,Adulto,Guanabara B,RJ,4,X,16,Rio Rugby,RJ,,Campeonato Fluminense - Série A,,RJ,;
3408,05/22/1982,,XV,Masculino,Adulto,FAAP,SP,4,X,40,Federal,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3409,05/22/1982,,XV,Masculino,Adulto,Mauá,SP,9,X,12,Bruder,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3418,05/23/1982,,XV,Masculino,Adulto,Nippon,SP,0,X,32,Engenharia Mackenzie,SP,,Campeonato Paulista - Série B,,,;
3419,05/23/1982,,XV,Masculino,Adulto,FEI,,27,X,20,Niterói,,,Campeonato Brasileiro - Série A,,,;
3420,05/23/1982,,XV,Masculino,Adulto,Medicina,SP,3,X,15,Alphaville,,,Campeonato Brasileiro - Série A,,,;
3424,05/29/1982,,XV,Masculino,Adulto,Federal,,50,X,3,FAAP,,,Campeonato Brasileiro - Série B,,,;
3435,05/30/1982,,XV,Masculino,Adulto,Guanabara B,RJ,37,X,4,Bruder,,,Campeonato Brasileiro - Série B,,,;
3436,05/30/1982,,XV,Masculino,Adulto,Guanabara,,0,X,44,Alphaville,,,Campeonato Brasileiro - Série A,,,;
3437,05/30/1982,,XV,Masculino,Adulto,Niterói,RJ,16,X,9,Medicina,,,Campeonato Brasileiro - Série A,,,;
3442,06/05/1982,,XV,Masculino,Adulto,FAAP,,0,X,52,Bruder,,,Campeonato Brasileiro - Série B,,,;
3449,06/06/1982,,XV,Masculino,Adulto,Federal,,19,X,4,Guanabara B,,,Campeonato Brasileiro - Série B,,,;
3450,06/06/1982,,XV,Masculino,Adulto,Medicina,SP,32,X,6,Guanabara,,,Campeonato Brasileiro - Série A,,,;
3451,06/06/1982,,XV,Masculino,Adulto,Alphaville,,26,X,3,FEI,,,Campeonato Brasileiro - Série A,,,;
3462,06/20/1982,,XV,Masculino,Adulto,FEI,,7,X,6,Medicina,,,Campeonato Brasileiro - Série A,,,;
3463,06/20/1982,,XV,Masculino,Adulto,Niterói,RJ,30,X,6,Guanabara,,,Campeonato Brasileiro - Série A,,,;
3472,06/27/1982,,XV,Masculino,Adulto,Bruder,,34,X,4,Federal,,,Campeonato Brasileiro - Série B,,,;
3473,06/27/1982,,XV,Masculino,Adulto,Guanabara B,RJ,54,X,16,FAAP,,,Campeonato Brasileiro - Série B,,,;
3474,06/27/1982,,XV,Masculino,Adulto,Alphaville,,32,X,3,Niterói,,,Campeonato Brasileiro - Série A,,,;
3475,06/27/1982,,XV,Masculino,Adulto,Guanabara,,0,X,29,FEI,,,Campeonato Brasileiro - Série A,,,;
3491,07/31/1982,,XV,Masculino,Adulto,FAAP,SP,12,X,16,Bruder,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3492,07/31/1982,,XV,Masculino,Adulto,Federal,SP,12,X,0,Mauá,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3494,08/01/1982,,XV,Masculino,Adulto,Nippon,SP,9,X,33,SPAC,SP,,Campeonato Paulista - Série B,,,;
3495,08/01/1982,,XV,Masculino,Adulto,Guanabara B,RJ,6,X,24,Guanabara,RJ,,Campeonato Fluminense - Série A,,RJ,;
3499,08/07/1982,,XV,Masculino,Adulto,SPAC,SP,9,X,8,Bruder,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3500,08/07/1982,,XV,Masculino,Adulto,Poli,SP,3,X,8,Palmeiras,SP,,Campeonato Paulista - Série A,,,;
3505,08/08/1982,,XV,Masculino,Adulto,FAAP,SP,7,X,29,Nippon,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3506,08/08/1982,,XV,Masculino,Adulto,Mauá,SP,0,X,30,Engenharia Mackenzie,SP,,Campeonato Paulista - Série B,,,;
3507,08/08/1982,,XV,Masculino,Adulto,Medicina,SP,9,X,18,Pasteur,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3508,08/08/1982,,XV,Masculino,Adulto,Alphaville,SP,32,X,12,FEI,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3509,08/08/1982,,XV,Masculino,Adulto,Niterói,RJ,10,X,24,Rio Rugby,RJ,,Campeonato Fluminense - Série A,,RJ,;
3514,08/14/1982,,XV,Masculino,Adulto,Federal,SP,36,X,28,FAAP,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3515,08/14/1982,,XV,Masculino,Adulto,FEI,SP,7,X,16,Pasteur,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3516,08/14/1982,,XV,Masculino,Adulto,Alphaville,SP,37,X,9,Poli,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3524,08/15/1982,,XV,Masculino,Adulto,Bruder,SP,13,X,25,Mauá,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3525,08/15/1982,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,102,X,4,Nippon,SP,,Campeonato Paulista - Série B,,,;
3526,08/15/1982,,XV,Masculino,Adulto,Medicina,SP,6,X,22,Palmeiras,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3527,08/15/1982,,XV,Masculino,Adulto,Guanabara B,RJ,12,X,12,Niterói,RJ,,Campeonato Fluminense - Série A,,RJ,;
3535,08/21/1982,,XV,Masculino,Adulto,Federal,SP,0,X,48,Engenharia Mackenzie,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3536,08/21/1982,,XV,Masculino,Adulto,SPAC,SP,16,X,12,Mauá,SP,,Campeonato Paulista - Série B,,,;
3537,08/21/1982,,XV,Masculino,Adulto,Alphaville,SP,28,X,0,Palmeiras,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3542,08/22/1982,,XV,Masculino,Adulto,Bruder,SP,46,X,6,Nippon,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3543,08/22/1982,,XV,Masculino,Adulto,Pasteur,SP,43,X,10,Poli,SP,,Campeonato Paulista - Série A,,,;
3544,08/22/1982,,XV,Masculino,Adulto,FEI,SP,8,X,12,Medicina,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3545,08/22/1982,,XV,Masculino,Adulto,Guanabara,RJ,0,X,36,Rio Rugby,RJ,,Campeonato Fluminense - Série A,,RJ,;
3550,08/28/1982,,XV,Masculino,Adulto,SPAC,SP,40,X,11,Federal,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3551,08/28/1982,,XV,Masculino,Adulto,Palmeiras,SP,10,X,0,FEI,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3552,08/28/1982,,XV,Masculino,Adulto,Pasteur,SP,9,X,16,Alphaville,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3563,08/29/1982,,XV,Masculino,Adulto,FAAP,SP,0,X,59,Engenharia Mackenzie,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3564,08/29/1982,,XV,Masculino,Adulto,Nippon,SP,0,X,58,Mauá,SP,,Campeonato Paulista - Série B,,,;
3565,08/29/1982,,XV,Masculino,Adulto,Poli,SP,17,X,9,Medicina,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3566,08/29/1982,,XV,Masculino,Adulto,Niterói,RJ,49,X,16,Guanabara,RJ,,Campeonato Fluminense - Série A,,RJ,;
3573,09/11/1982,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,19,X,9,SPAC,SP,,Campeonato Paulista - Série B,,,;
3574,09/11/1982,,XV,Masculino,Adulto,Palmeiras,SP,12,X,4,Pasteur,SP,,Campeonato Paulista - Série A,,,;
3580,09/12/1982,,XV,Masculino,Adulto,Bruder,SP,6,X,16,Federal,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3581,09/12/1982,,XV,Masculino,Adulto,Mauá,SP,28,X,10,FAAP,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3582,09/12/1982,,XV,Masculino,Adulto,Poli,SP,28,X,25,FEI,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3583,09/12/1982,,XV,Masculino,Adulto,Medicina,SP,10,X,31,Alphaville,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3584,09/12/1982,,XV,Masculino,Adulto,Rio Rugby,RJ,16,X,20,Guanabara,RJ,,Campeonato Fluminense - Série A,,RJ,;
3592,09/18/1982,,XV,Masculino,Adulto,SPAC,SP,23,X,9,FAAP,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3597,09/19/1982,,XV,Masculino,Adulto,Nippon,SP,0,X,12,Federal,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3598,09/19/1982,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,15,X,6,Bruder,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3599,09/19/1982,,XV,Masculino,Adulto,Medicina,SP,10,X,18,FEI,,,Campeonato Brasileiro - Série A,,,;
3600,09/19/1982,,XV,Masculino,Adulto,Guanabara,,0,X,26,Niterói,,,Campeonato Brasileiro - Série A,,,;
3605,09/25/1982,,XV,Masculino,Adulto,FAAP,,12,X,20,Federal,,,Campeonato Brasileiro - Série B,,,;
3614,09/26/1982,,XV,Masculino,Adulto,Bruder,,45,X,0,Guanabara B,,,Campeonato Brasileiro - Série B,,,;
3615,09/26/1982,,XV,Masculino,Adulto,Medicina,SP,20,X,6,Niterói,,,Campeonato Brasileiro - Série A,,,;
3616,09/26/1982,,XV,Masculino,Adulto,Alphaville,,72,X,0,Guanabara,,,Campeonato Brasileiro - Série A,,,;
3629,10/03/1982,,XV,Masculino,Adulto,Bruder,,23,X,19,FAAP,,,Campeonato Brasileiro - Série B,,,;
3630,10/03/1982,,XV,Masculino,Adulto,Guanabara B,RJ,6,X,8,Federal,,,Campeonato Brasileiro - Série B,,,;
3631,10/03/1982,,XV,Masculino,Adulto,Alphaville,,15,X,12,Medicina,,,Campeonato Brasileiro - Série A,,,;
3632,10/03/1982,,XV,Masculino,Adulto,Niterói,RJ,35,X,3,FEI,,,Campeonato Brasileiro - Série A,,,;
3641,10/16/1982,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,18,X,8,Medicina B,SP,,Campeonato Paulista - Série A,,,;
3649,10/17/1982,,XV,Masculino,Adulto,FAAP,,12,X,0,Guanabara B,,,Campeonato Brasileiro - Série B,,,;
3650,10/17/1982,,XV,Masculino,Adulto,FEI,,12,X,0,Guanabara,,,Campeonato Brasileiro - Série A,,,;
3651,10/17/1982,,XV,Masculino,Adulto,Niterói,RJ,3,X,44,Alphaville,,,Campeonato Brasileiro - Série A,,,;
3658,10/23/1982,,XV,Masculino,Adulto,Federal,,16,X,33,Bruder,,,Campeonato Brasileiro - Série B,,,;
3673,10/24/1982,,XV,Masculino,Adulto,FEI,,12,X,29,Alphaville,,,Campeonato Brasileiro - Série A,,,;
3674,10/24/1982,,XV,Masculino,Adulto,Guanabara,,12,X,0,Medicina,,,Campeonato Brasileiro - Série A,,,;
3729,04/09/1983,,XV,Masculino,Adulto,SPAC,SP,13,X,7,Mauá,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3736,04/10/1983,,XV,Masculino,Adulto,Nippon,SP,3,X,36,Bandeirantes,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3737,04/10/1983,,XV,Masculino,Adulto,Poli,SP,6,X,26,São Paulo,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3738,04/10/1983,,XV,Masculino,Adulto,FAAP,SP,13,X,14,Federal,SP,,Campeonato Paulista - Série B,,,;
3739,04/10/1983,,XV,Masculino,Adulto,Guanabara,RJ,3,X,26,Niterói,RJ,,Campeonato Fluminense - Série A,,RJ,;
3746,04/16/1983,,XV,Masculino,Adulto,SPAC,SP,43,X,3,Poli,SP,,Campeonato Paulista - Série B,,,;
3747,04/16/1983,,XV,Masculino,Adulto,Mauá,SP,24,X,10,Bandeirantes,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3748,04/16/1983,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,12,X,0,Palmeiras,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3754,04/17/1983,,XV,Masculino,Adulto,Federal,SP,32,X,9,Nippon,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3755,04/17/1983,,XV,Masculino,Adulto,São Paulo,SP,44,X,4,FAAP,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3756,04/17/1983,,XV,Masculino,Adulto,Medicina,SP,21,X,15,Pasteur,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3757,04/17/1983,,XV,Masculino,Adulto,FEI,SP,0,X,21,Alphaville,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3758,04/17/1983,,XV,Masculino,Adulto,Niterói,RJ,30,X,3,Rio Rugby,RJ,,Campeonato Fluminense - Série A,,RJ,;
3771,04/30/1983,,XV,Masculino,Adulto,Nippon,SP,8,X,23,SPAC,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3772,04/30/1983,,XV,Masculino,Adulto,Bandeirantes,SP,19,X,4,FAAP,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3773,04/30/1983,,XV,Masculino,Adulto,Mauá,SP,58,X,6,Poli,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3774,04/30/1983,,XV,Masculino,Adulto,Palmeiras,SP,0,X,26,FEI,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3782,05/01/1983,,XV,Masculino,Adulto,São Paulo,SP,3,X,45,Federal,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3783,05/01/1983,,XV,Masculino,Adulto,Medicina,SP,13,X,12,Engenharia Mackenzie,SP,,Campeonato Paulista - Série A,,,;
3784,05/01/1983,,XV,Masculino,Adulto,Alphaville,SP,80,X,6,Pasteur,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3785,05/01/1983,,XV,Masculino,Adulto,Rio Rugby,RJ,24,X,22,Guanabara,RJ,,Campeonato Fluminense - Série A,,RJ,;
3797,05/07/1983,,XV,Masculino,Adulto,SPAC,SP,26,X,11,São Paulo,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3798,05/07/1983,,XV,Masculino,Adulto,Bandeirantes,SP,9,X,9,Federal,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3799,05/07/1983,,XV,Masculino,Adulto,FEI,SP,7,X,26,Engenharia Mackenzie,SP,,Campeonato Paulista - Série A,,,;
3800,05/07/1983,,XV,Masculino,Adulto,Pasteur,SP,10,X,0,Palmeiras,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3807,05/08/1983,,XV,Masculino,Adulto,Mauá,SP,41,X,4,Nippon,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3808,05/08/1983,,XV,Masculino,Adulto,Poli,SP,0,X,42,FAAP,SP,,Campeonato Paulista - Série B,,,;
3809,05/08/1983,,XV,Masculino,Adulto,Alphaville,SP,23,X,12,Medicina,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3810,05/08/1983,,XV,Masculino,Adulto,Niterói,RJ,11,X,12,Guanabara,RJ,,Campeonato Fluminense - Série A,,RJ,;
3821,05/14/1983,,XV,Masculino,Adulto,Federal,SP,10,X,21,SPAC,SP,,Campeonato Paulista - Série B,,,;
3822,05/14/1983,,XV,Masculino,Adulto,Pasteur,SP,20,X,15,FEI,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3829,05/15/1983,,XV,Masculino,Adulto,Nippon,SP,12,X,0,Poli,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3830,05/15/1983,,XV,Masculino,Adulto,São Paulo,SP,3,X,10,Bandeirantes,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3831,05/15/1983,,XV,Masculino,Adulto,FAAP,SP,10,X,31,Mauá,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3832,05/15/1983,,XV,Masculino,Adulto,Palmeiras,SP,0,X,52,Medicina,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3833,05/15/1983,,XV,Masculino,Adulto,Alphaville,SP,20,X,6,Engenharia Mackenzie,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3834,05/15/1983,,XV,Masculino,Adulto,Rio Rugby,RJ,18,X,15,Niterói,RJ,,Campeonato Fluminense - Série A,,RJ,;
3840,05/21/1983,,XV,Masculino,Adulto,Bandeirantes,SP,10,X,10,SPAC,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3845,05/22/1983,,XV,Masculino,Adulto,FAAP,SP,6,X,26,Nippon,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3846,05/22/1983,,XV,Masculino,Adulto,Federal,SP,80,X,0,Poli,SP,,Campeonato Paulista - Série B,,,;
3847,05/22/1983,,XV,Masculino,Adulto,Mauá,SP,4,X,11,São Paulo,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3848,05/22/1983,,XV,Masculino,Adulto,Palmeiras,SP,0,X,21,Alphaville,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3849,05/22/1983,,XV,Masculino,Adulto,Medicina,SP,3,X,14,FEI,SP,,Campeonato Paulista - Série A,,,;
3850,05/22/1983,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,27,X,37,Pasteur,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
3851,05/22/1983,,XV,Masculino,Adulto,Guanabara,RJ,18,X,15,Rio Rugby,RJ,,Campeonato Fluminense - Série A,,RJ,;
3857,05/28/1983,,XV,Masculino,Adulto,Federal,SP,6,X,7,Mauá,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3858,05/28/1983,,XV,Masculino,Adulto,FAAP,SP,0,X,26,SPAC,SP,,Campeonato Paulista - Série B,,,;
3859,05/28/1983,,XV,Masculino,Adulto,Nippon,SP,0,X,28,São Paulo,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3865,05/29/1983,,XV,Masculino,Adulto,Poli,SP,0,X,62,Bandeirantes,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
3866,05/29/1983,,XV,Masculino,Adulto,Curitiba,PR,0,X,10,Niterói,RJ,,Campeonato Brasileiro - Série A,,,;
3867,05/29/1983,,XV,Masculino,Adulto,Alphaville,,82,X,6,Palmeiras,,,Campeonato Brasileiro - Série A,,,;
3870,06/11/1983,,XV,Masculino,Adulto,Bandeirantes,SP,3,X,0,São Paulo,,,Campeonato Brasileiro - Série B,,,;
3875,06/12/1983,,XV,Masculino,Adulto,Mauá,SP,12,X,0,Guanabara,,,Campeonato Brasileiro - Série B,,,;
3876,06/12/1983,,XV,Masculino,Adulto,Pasteur,SP,29,X,0,Curitiba,,,Campeonato Brasileiro - Série A,,,;
3877,06/12/1983,,XV,Masculino,Adulto,Niterói,RJ,19,X,7,Alphaville,,,Campeonato Brasileiro - Série A,,,;
3883,06/19/1983,,XV,Masculino,Adulto,São Paulo,,16,X,10,Mauá,,,Campeonato Brasileiro - Série B,,,;
3884,06/19/1983,,XV,Masculino,Adulto,Curitiba,PR,23,X,4,Palmeiras,SP,,Campeonato Brasileiro - Série A,,,;
3885,06/19/1983,,XV,Masculino,Adulto,Niterói,RJ,31,X,9,Pasteur,,,Campeonato Brasileiro - Série A,,,;
3893,06/26/1983,,XV,Masculino,Adulto,Guanabara,,4,X,31,Bandeirantes,,,Campeonato Brasileiro - Série B,,,;
